fecha,estacion,viento_direccion,viento_velocidad,temperatura,temperatura_de_rocio,humedad_relativa,presion_atmosferica,precipitacion
2021-04-01 00:00:00-04:00,Alalay (GPRS),SSE,1.4,8.0,8.1,100.0,643.8,0.1
2021-04-01 00:00:00-04:00,Aroma (GPRS),SSE,0.0,6.1,2.8,78.8,651.2,0.0
2021-04-01 00:00:00-04:00,Atulcha (GPRS),,,8.4,-13.7,19.2,,0.0
2021-04-01 00:00:00-04:00,Chachacomani-Batallas (GPRS),NNE,6.3,4.4,2.2,85.6,623.1,0.0
2021-04-01 00:00:00-04:00,Chipayas - GPRS,,,7.7,,49.9,5.7,0.0
2021-04-01 00:00:00-04:00,Cochabamba,NNE,4.0,15.0,13.0,87.2,750.6,
2021-04-01 00:00:00-04:00,Colcha-K (GPRS),NNW,9.5,8.4,-12.2,21.7,647.2,0.0
2021-04-01 00:00:00-04:00,Comarapa (GPRS),SSE,1.2,15.2,14.2,93.3,818.0,0.0
2021-04-01 00:00:00-04:00,Cuatro Cañadas (GPRS),S,2.2,22.6,,87.0,980.5,0.0
2021-04-01 00:00:00-04:00,Cuatro Cañadas - CEA-2 (GPRS),,,23.0,,76.7,980.5,0.0
2021-04-01 00:00:00-04:00,Cuevo (GPRS),N,0.5,-39.7,-82.4,0.4,,0.0
2021-04-01 00:00:00-04:00,El Alto,NNE,11.0,5.0,4.0,92.6,628.9,
2021-04-01 00:00:00-04:00,El Tranque (GPRS),WNW,0.0,8.3,8.2,98.6,708.0,0.0
2021-04-01 00:00:00-04:00,El Villar (GPRS),SE,0.0,11.6,11.7,100.0,791.2,0.0
2021-04-01 00:00:00-04:00,Huacata_M (GPRS),NNE,3.0,8.4,,98.4,726.8,0.0
2021-04-01 00:00:00-04:00,Incahuasi (GPRS),NE,1.1,8.0,7.5,96.4,716.0,0.0
2021-04-01 00:00:00-04:00,Ivirgarzama-Senda VI (GPRS),SE,0.4,22.8,,82.2,,0.0
2021-04-01 00:00:00-04:00,La Angostura_M (GPRS),E,1.3,12.7,11.4,91.7,739.6,0.6
2021-04-01 00:00:00-04:00,Laguna Tuni - GPRS,,,-0.1,,97.9,560.4,0.0
2021-04-01 00:00:00-04:00,Laykakota-GPRS,,,6.8,,92.3,,0.0
2021-04-01 00:00:00-04:00,Linkupata_M (GPRS),NE,7.1,4.9,,84.0,627.8,0.0
2021-04-01 00:00:00-04:00,Mizque - SDC (GPRS),N,0.3,14.6,,95.3,797.1,0.0
2021-04-01 00:00:00-04:00,Omereque - SDC (GPRS),ESE,2.6,18.1,,72.4,836.0,0.0
2021-04-01 00:00:00-04:00,Orinoca - UTO (GPRS),NNW,2.0,5.3,3.7,89.0,643.2,0.0
2021-04-01 00:00:00-04:00,Pailon (GPRS),SW,0.6,23.0,,84.7,979.0,0.0
2021-04-01 00:00:00-04:00,Parotani - Sipe Sipe (GPRS),ENE,1.8,11.8,,92.3,754.7,0.0
2021-04-01 00:00:00-04:00,Pasajes (GPRS),WNW,2.0,4.2,4.4,100.0,,0.0
2021-04-01 00:00:00-04:00,Pasorapa (GPRS),N,4.8,13.4,12.5,93.4,777.4,0.0
2021-04-01 00:00:00-04:00,Peña Amarilla - GPRS,N,5.5,9.6,3.2,63.6,,0.0
2021-04-01 00:00:00-04:00,Pocona - SDC (GPRS),NNE,2.2,12.8,,82.4,754.3,0.1
2021-04-01 00:00:00-04:00,Pojo - SDC (GPRS),S,2.9,15.4,,81.3,798.3,0.0
2021-04-01 00:00:00-04:00,Presa Calderas_M (GPRS),ESE,1.6,11.4,,92.0,785.3,0.0
2021-04-01 00:00:00-04:00,Presa El Peral_M (GPRS),SE,2.1,11.8,,92.6,740.9,0.0
2021-04-01 00:00:00-04:00,Presa Yana Khakha_M (GPRS),NE,1.2,8.3,,90.4,706.8,0.0
2021-04-01 00:00:00-04:00,Quila Quila_M (GPRS),SSW,1.0,9.3,,87.2,715.8,0.0
2021-04-01 00:00:00-04:00,Quillacas (GPRS),NW,0.5,8.0,4.7,79.6,652.4,0.0
2021-04-01 00:00:00-04:00,Ravelo_M (GPRS),SSE,1.6,7.9,,98.0,690.8,0.0
2021-04-01 00:00:00-04:00,Rodeo (GPRS),SSE,0.8,6.9,5.4,89.0,,0.0
2021-04-01 00:00:00-04:00,S Antonio - Los Angeles (GPRS),NE,1.1,21.8,,90.8,986.0,0.0
2021-04-01 00:00:00-04:00,S Julian - Nucleo 32 (GPRS),,,22.7,,85.2,984.0,0.0
2021-04-01 00:00:00-04:00,S Pedro - Rio Victoria (GPRS),NNW,0.8,23.6,,88.6,988.0,0.0
2021-04-01 00:00:00-04:00,Sacabamba (GPRS),ESE,2.7,9.6,9.8,99.6,,0.0
2021-04-01 00:00:00-04:00,San Jacinto_M (GPRS),NNW,0.4,13.0,,98.2,811.0,0.0
2021-04-01 00:00:00-04:00,San Juan del Rosario (GPRS),,,7.4,-11.6,24.4,648.8,0.0
2021-04-01 00:00:00-04:00,San Julian (GPRS),ESE,0.4,22.9,,87.0,982.0,0.0
2021-04-01 00:00:00-04:00,Sauce Pilata - SDC (GPRS),N,1.4,10.7,,97.4,730.9,0.0
2021-04-01 00:00:00-04:00,Sucre - GPRS,,,11.5,,-19.2,93.8,0.0
2021-04-01 00:00:00-04:00,Tacagua_M (GPRS),NNE,1.5,5.1,,90.1,650.1,0.0
2021-04-01 00:00:00-04:00,Tapacari (GPRS),SE,0.4,9.8,,97.2,722.2,0.0
2021-04-01 00:00:00-04:00,Temporal - SDC (GPRS),ENE,1.2,9.8,,97.3,728.0,0.0
2021-04-01 00:00:00-04:00,Tiraque_M (GPRS),NW,0.8,7.6,,93.9,688.5,0.2
2021-04-01 00:00:00-04:00,Toledo (GPRS),SSW,6.8,4.3,3.3,92.6,654.1,0.0
2021-04-01 00:00:00-04:00,Toma Ravelo_H (GPRS),SSE,1.6,7.9,,98.0,690.8,0.0
2021-04-01 00:00:00-04:00,Tomina (GPRS),SSE,3.0,14.0,13.0,93.0,792.9,0.0
2021-04-01 00:00:00-04:00,Vacas - SDC (GPRS),NNW,1.8,6.9,,96.2,670.5,0.1
2021-04-01 00:00:00-04:00,Vila Vila - SDC (GPRS),NW,1.3,12.9,,84.9,748.7,0.0
2021-04-01 00:00:00-04:00,Villa Alcalá (GPRS),ESE,2.8,12.6,12.8,100.0,797.5,0.2
2021-04-01 00:00:00-04:00,Villa Serrano (GPRS),NW,0.0,11.7,11.8,100.0,793.4,0.0
2021-04-01 00:00:00-04:00,Viru Viru,S,8.0,24.0,18.0,68.5,967.4,
2021-04-01 00:00:00-04:00,Vivero Chimboco - SDC (GPRS),WNW,0.1,10.1,,99.4,735.1,0.0
2021-04-01 00:00:00-04:00,Vivero Viloma - SDC (GPRS),NE,0.3,10.9,,98.2,741.0,0.0
2021-04-01 00:00:00-04:00,Wila Cala (GPRS),NNW,2.1,0.0,,94.1,612.8,0.0
2021-04-01 00:00:00-04:00,Zurita (GPRS),NE,3.1,6.8,5.7,92.1,,0.0
2021-04-01 01:00:00-04:00,Alalay (GPRS),NNE,1.6,8.6,8.8,100.0,643.6,0.2
2021-04-01 01:00:00-04:00,Aroma (GPRS),SSE,0.0,4.9,2.5,84.0,651.2,0.0
2021-04-01 01:00:00-04:00,Atulcha (GPRS),,,8.0,-13.9,19.4,,0.0
2021-04-01 01:00:00-04:00,Chachacomani-Batallas (GPRS),NNE,10.4,3.9,2.2,88.0,622.7,0.0
2021-04-01 01:00:00-04:00,Chipayas - GPRS,,,6.8,,49.9,5.3,0.0
2021-04-01 01:00:00-04:00,Cochabamba,NNW,8.0,12.0,11.0,92.9,750.6,
2021-04-01 01:00:00-04:00,Colcha-K (GPRS),WNW,2.7,5.6,-12.6,25.2,647.4,0.0
2021-04-01 01:00:00-04:00,Comarapa (GPRS),S,2.0,14.4,13.8,95.4,817.5,0.0
2021-04-01 01:00:00-04:00,Cuatro Cañadas (GPRS),S,1.8,22.0,,89.7,980.2,0.0
2021-04-01 01:00:00-04:00,Cuatro Cañadas - CEA-2 (GPRS),,,22.2,,81.4,980.2,0.0
2021-04-01 01:00:00-04:00,Cuevo (GPRS),N,0.5,-39.7,-82.3,0.4,,0.0
2021-04-01 01:00:00-04:00,El Alto,NNE,5.0,5.0,4.0,92.6,628.9,
