fecha,estacion,viento_direccion,viento_velocidad,temperatura,temperatura_de_rocio,humedad_relativa,presion_atmosferica,precipitacion
2021-12-01 00:00:00-04:00,Aiquile (GPRS),NNE,2.1,14.8,,80.4,948.0,0.0
2021-12-01 00:00:00-04:00,Alalay (GPRS),NE,3.3,8.2,7.3,93.4,642.2,0.0
2021-12-01 00:00:00-04:00,Aroma (GPRS),E,0.0,7.4,-17.4,15.3,650.4,0.0
2021-12-01 00:00:00-04:00,Atulcha (GPRS),,,9.5,-9.2,25.5,,0.0
2021-12-01 00:00:00-04:00,Cochabamba,NNW,5.0,18.0,13.0,72.0,747.5,
2021-12-01 00:00:00-04:00,Colcha-K (GPRS),NNW,11.7,9.3,-8.6,27.0,647.1,0.0
2021-12-01 00:00:00-04:00,Cuatro Cañadas - CEA-2 (GPRS),NW,3.5,21.6,,95.7,978.5,0.0
2021-12-01 00:00:00-04:00,Cuatro Cañadas - Colonia Chihuahua (GPRS),WNW,1.8,22.8,,96.2,978.5,0.0
2021-12-01 00:00:00-04:00,Culpina (GPRS),ENE,4.1,10.4,9.5,93.4,714.5,0.0
2021-12-01 00:00:00-04:00,El Alto,E,3.0,8.0,7.0,92.8,628.9,
2021-12-01 00:00:00-04:00,El Tranque (GPRS),WNW,0.0,9.5,9.4,98.4,707.2,0.0
2021-12-01 00:00:00-04:00,El Villar (GPRS),N,0.0,13.0,11.2,88.3,789.8,0.0
2021-12-01 00:00:00-04:00,Huacata_M (GPRS),NNE,1.3,10.4,,94.2,725.8,0.0
2021-12-01 00:00:00-04:00,Incahuasi (GPRS),ENE,4.9,9.0,8.4,95.0,715.1,0.0
2021-12-01 00:00:00-04:00,Linkupata_M (GPRS),N,2.9,6.4,,82.4,627.7,0.0
2021-12-01 00:00:00-04:00,Mizque - SDC (GPRS),NNE,1.7,16.8,,77.6,796.2,0.0
2021-12-01 00:00:00-04:00,Omereque - SDC (GPRS),ESE,1.6,19.0,,68.6,834.8,0.0
2021-12-01 00:00:00-04:00,Orinoca - UTO (GPRS),WSW,5.1,8.7,-16.8,14.6,642.1,0.0
2021-12-01 00:00:00-04:00,Pasorapa (GPRS),NE,1.0,14.4,11.9,84.2,776.0,0.0
2021-12-01 00:00:00-04:00,Pocona - SDC (GPRS),NNW,0.3,12.3,,89.8,753.1,0.0
2021-12-01 00:00:00-04:00,Pojo - SDC (GPRS),N,0.9,14.6,,88.8,796.8,0.0
2021-12-01 00:00:00-04:00,Potolo_M (GPRS),SE,0.6,0.0,,273.4,701.5,0.0
2021-12-01 00:00:00-04:00,Presa Calderas_M (GPRS),SSW,1.4,14.7,,76.6,784.1,0.0
2021-12-01 00:00:00-04:00,Presa El Peral_M (GPRS),SE,2.7,13.0,,80.6,739.8,0.0
2021-12-01 00:00:00-04:00,Presa Yana Khakha_M (GPRS),ESE,2.0,9.7,,95.5,706.1,0.0
2021-12-01 00:00:00-04:00,Quila Quila_M (GPRS),ESE,1.3,12.4,,81.2,715.0,0.0
2021-12-01 00:00:00-04:00,Ravelo_M (GPRS),SSE,1.1,10.0,,95.8,690.2,0.0
2021-12-01 00:00:00-04:00,Sacabamba (GPRS),ESE,0.5,10.7,10.7,99.0,,0.0
2021-12-01 00:00:00-04:00,San Jacinto_M (GPRS),S,0.2,14.2,,84.2,809.8,0.0
2021-12-01 00:00:00-04:00,San Juan del Rosario (GPRS),,,8.3,-10.4,25.2,648.6,0.0
2021-12-01 00:00:00-04:00,San Julian - Comunidad Los Angeles (GPRS),W,0.7,22.6,,98.5,980.0,0.0
2021-12-01 00:00:00-04:00,San Pedro - Rio Victoria (GPRS),NW,0.8,21.7,,95.3,986.0,0.0
2021-12-01 00:00:00-04:00,San Pedro - San Antonio (GPRS),NNW,1.0,21.7,,94.4,984.0,0.0
2021-12-01 00:00:00-04:00,San Roque - El Alto (GPRS),N,1.5,4.8,,93.1,631.2,0.0
2021-12-01 00:00:00-04:00,Sauce Pilata - SDC (GPRS),WSW,1.1,10.9,,99.9,729.8,0.0
2021-12-01 00:00:00-04:00,Tacagua_M (GPRS),ESE,0.4,4.7,,23.1,648.8,0.0
2021-12-01 00:00:00-04:00,Temporal - SDC (GPRS),NE,1.1,13.1,,19.1,726.4,0.0
2021-12-01 00:00:00-04:00,Tiraque_M (GPRS),N,1.1,8.9,,82.8,687.2,0.0
2021-12-01 00:00:00-04:00,Toledo (GPRS),NNE,6.4,8.1,-10.0,26.4,653.1,0.0
2021-12-01 00:00:00-04:00,Vacas - SDC (GPRS),NNW,2.1,7.7,,92.8,669.5,0.0
2021-12-01 00:00:00-04:00,Viacha_M (GPRS),N,1.9,5.8,,97.5,640.6,0.0
2021-12-01 00:00:00-04:00,Vila Vila - SDC (GPRS),SE,1.7,14.2,,82.8,747.9,0.0
2021-12-01 00:00:00-04:00,Villa Charcas (GPRS),NE,5.7,8.9,9.0,99.8,704.2,0.0
2021-12-01 00:00:00-04:00,Villa Serrano (GPRS),NNW,0.0,10.3,10.4,99.9,792.1,0.0
2021-12-01 00:00:00-04:00,Viru Viru,NNW,6.0,20.0,18.0,87.5,965.5,
2021-12-01 00:00:00-04:00,Vivero Chimboco - SDC (GPRS),ESE,0.3,13.4,,90.6,733.1,0.0
2021-12-01 00:00:00-04:00,Vivero Viloma - SDC (GPRS),NNW,1.0,13.8,,81.0,738.8,0.0
2021-12-01 01:00:00-04:00,Aiquile (GPRS),N,1.4,14.8,,81.9,948.8,0.0
2021-12-01 01:00:00-04:00,Alalay (GPRS),N,7.9,7.9,7.1,94.0,641.7,0.0
2021-12-01 01:00:00-04:00,Aroma (GPRS),SE,0.0,6.2,-18.7,14.9,650.3,0.0
2021-12-01 01:00:00-04:00,Atulcha (GPRS),,,8.2,-10.3,25.8,,0.0
2021-12-01 01:00:00-04:00,Cochabamba,,,17.0,12.0,71.9,747.5,
2021-12-01 01:00:00-04:00,Colcha-K (GPRS),NNW,8.6,8.7,-10.0,25.2,646.6,0.0
2021-12-01 01:00:00-04:00,Cuatro Cañadas - CEA-2 (GPRS),NNW,2.9,21.5,,95.8,979.2,0.0
2021-12-01 01:00:00-04:00,Cuatro Cañadas - Colonia Chihuahua (GPRS),NW,2.3,22.8,,96.8,979.2,0.0
2021-12-01 01:00:00-04:00,Culpina (GPRS),ENE,1.3,10.6,9.5,91.9,714.1,0.0
2021-12-01 01:00:00-04:00,El Alto,E,5.0,6.0,5.0,92.7,628.2,
2021-12-01 01:00:00-04:00,El Tranque (GPRS),WNW,0.0,10.0,9.5,96.6,706.5,0.0
2021-12-01 01:00:00-04:00,El Villar (GPRS),N,0.0,12.4,11.0,90.5,789.3,0.0
2021-12-01 01:00:00-04:00,Huacata_M (GPRS),SSE,4.0,9.4,,98.6,726.4,0.0
2021-12-01 01:00:00-04:00,Incahuasi (GPRS),E,3.3,9.2,8.3,93.6,714.4,0.0
2021-12-01 01:00:00-04:00,Linkupata_M (GPRS),NNW,4.0,6.8,,76.0,627.9,0.0
2021-12-01 01:00:00-04:00,Mizque - SDC (GPRS),NE,1.6,16.6,,77.4,796.6,0.0
2021-12-01 01:00:00-04:00,Omereque - SDC (GPRS),E,0.4,19.0,,69.7,835.2,0.0
2021-12-01 01:00:00-04:00,Orinoca - UTO (GPRS),SSE,3.2,6.3,-16.5,17.6,641.9,0.0
2021-12-01 01:00:00-04:00,Pasorapa (GPRS),E,0.4,14.6,12.1,84.3,775.5,0.0
2021-12-01 01:00:00-04:00,Pocona - SDC (GPRS),ENE,0.7,11.5,,90.3,753.6,0.0
2021-12-01 01:00:00-04:00,Pojo - SDC (GPRS),NW,0.6,14.8,,89.1,797.3,0.0
2021-12-01 01:00:00-04:00,Potolo_M (GPRS),ESE,0.8,0.0,,273.4,701.8,0.0
2021-12-01 01:00:00-04:00,Presa Calderas_M (GPRS),N,0.3,14.8,,75.1,784.6,0.0
2021-12-01 01:00:00-04:00,Presa El Peral_M (GPRS),ESE,1.1,13.0,,80.0,740.1,0.0
2021-12-01 01:00:00-04:00,Presa Yana Khakha_M (GPRS),ESE,1.3,9.8,,93.2,706.5,0.0
2021-12-01 01:00:00-04:00,Quila Quila_M (GPRS),ESE,1.6,12.4,,81.8,715.4,0.0
2021-12-01 01:00:00-04:00,Ravelo_M (GPRS),ESE,1.5,9.7,,96.8,690.6,0.0
2021-12-01 01:00:00-04:00,Sacabamba (GPRS),NE,0.8,10.8,11.0,100.0,,0.0
2021-12-01 01:00:00-04:00,San Jacinto_M (GPRS),SW,0.3,14.8,,84.1,810.0,0.0
2021-12-01 01:00:00-04:00,San Juan del Rosario (GPRS),,,7.4,-11.8,24.1,648.4,0.0
2021-12-01 01:00:00-04:00,San Julian - Comunidad Los Angeles (GPRS),WNW,2.0,22.4,,99.0,981.0,0.0
2021-12-01 01:00:00-04:00,San Pedro - Rio Victoria (GPRS),NNW,0.8,21.7,,95.3,986.8,0.0
2021-12-01 01:00:00-04:00,San Pedro - San Antonio (GPRS),NNW,1.2,21.7,,94.1,984.8,0.0
2021-12-01 01:00:00-04:00,San Roque - El Alto (GPRS),,,4.8,,91.5,631.6,0.0
2021-12-01 01:00:00-04:00,Sauce Pilata - SDC (GPRS),NW,1.0,10.8,,99.9,730.2,0.0
2021-12-01 01:00:00-04:00,Tacagua_M (GPRS),ENE,2.2,4.0,,29.1,649.8,0.0
2021-12-01 01:00:00-04:00,Temporal - SDC (GPRS),NNE,1.3,12.8,,48.4,726.7,0.0
2021-12-01 01:00:00-04:00,Tiraque_M (GPRS),N,1.2,9.0,,80.9,687.2,0.0
2021-12-01 01:00:00-04:00,Toledo (GPRS),NNE,4.1,5.8,-9.0,33.6,652.7,0.0
2021-12-01 01:00:00-04:00,Vacas - SDC (GPRS),NNW,2.0,7.5,,93.0,669.8,0.0
2021-12-01 01:00:00-04:00,Viacha_M (GPRS),N,0.8,6.7,,97.2,640.9,0.0
2021-12-01 01:00:00-04:00,Vila Vila - SDC (GPRS),ESE,2.6,13.9,,84.4,748.3,0.0
2021-12-01 01:00:00-04:00,Villa Charcas (GPRS),NE,5.8,8.7,8.8,100.0,703.6,0.0
2021-12-01 01:00:00-04:00,Villa Serrano (GPRS),NW,0.0,9.7,9.9,100.0,791.6,0.0
