fecha,estacion,viento_direccion,viento_velocidad,temperatura,temperatura_de_rocio,humedad_relativa,presion_atmosferica,precipitacion
2021-03-01 00:00:00-04:00,Alalay (GPRS),ESE,6.9,9.8,10.0,100.0,644.3,0.0
2021-03-01 00:00:00-04:00,Aroma (GPRS),,,,,,,0.0
2021-03-01 00:00:00-04:00,Atulcha (GPRS),,,11.6,4.4,60.8,,0.0
2021-03-01 00:00:00-04:00,Chachacomani-Batallas (GPRS),ENE,4.9,4.3,3.3,92.6,623.1,0.0
2021-03-01 00:00:00-04:00,Chipayas - GPRS,,,8.9,,77.8,4.6,0.0
2021-03-01 00:00:00-04:00,Cochabamba,SE,8.0,18.0,11.0,63.2,749.8,
2021-03-01 00:00:00-04:00,Colcha-K (GPRS),NW,4.2,8.6,6.0,83.0,648.9,0.0
2021-03-01 00:00:00-04:00,Comarapa (GPRS),N,0.2,15.8,15.7,99.1,819.0,0.0
2021-03-01 00:00:00-04:00,Cuatro Cañadas (GPRS),ESE,0.1,22.9,,96.9,977.0,0.0
2021-03-01 00:00:00-04:00,Cuevo (GPRS),N,0.5,-39.6,-82.5,0.4,,0.0
2021-03-01 00:00:00-04:00,El Alto,S,6.0,7.7,4.3,79.1,629.6,
2021-03-01 00:00:00-04:00,El Tranque (GPRS),WNW,0.0,11.0,9.5,89.8,709.6,0.0
2021-03-01 00:00:00-04:00,El Villar (GPRS),NE,0.0,15.3,15.0,97.8,792.1,0.0
2021-03-01 00:00:00-04:00,Huacata_M (GPRS),NNE,3.0,10.3,,94.4,728.1,0.0
2021-03-01 00:00:00-04:00,Incahuasi (GPRS),E,3.2,10.4,8.8,89.0,717.7,0.0
2021-03-01 00:00:00-04:00,Laguna Tuni - GPRS,E,1.2,2.0,,87.3,502.4,0.0
2021-03-01 00:00:00-04:00,Laykakota-GPRS,,,10.2,,86.7,,0.0
2021-03-01 00:00:00-04:00,Linkupata_M (GPRS),S,1.5,4.8,,99.9,628.7,0.0
2021-03-01 00:00:00-04:00,Mizque - SDC (GPRS),WNW,0.4,16.4,,85.4,798.4,0.0
2021-03-01 00:00:00-04:00,Omereque - SDC (GPRS),ENE,1.0,18.4,,82.5,837.0,0.0
2021-03-01 00:00:00-04:00,Orinoca - UTO (GPRS),N,1.8,7.4,6.1,90.5,644.2,0.2
2021-03-01 00:00:00-04:00,Pailon (GPRS),ESE,1.1,22.6,,91.5,975.0,0.0
2021-03-01 00:00:00-04:00,Parotani - Sipe Sipe (GPRS),SSE,2.3,16.5,,70.6,754.2,0.0
2021-03-01 00:00:00-04:00,Pasajes (GPRS),E,6.9,7.4,7.6,100.0,,0.0
2021-03-01 00:00:00-04:00,Pasorapa (GPRS),SSE,1.8,15.1,12.7,84.8,778.7,0.0
2021-03-01 00:00:00-04:00,Pocona - SDC (GPRS),WNW,0.2,13.6,,81.8,755.4,0.0
2021-03-01 00:00:00-04:00,Pojo - SDC (GPRS),NW,3.0,15.5,,84.2,798.9,0.0
2021-03-01 00:00:00-04:00,Presa Calderas_M (GPRS),SSW,2.4,14.9,,90.5,786.1,0.0
2021-03-01 00:00:00-04:00,Presa El Peral_M (GPRS),SE,5.2,12.0,,84.2,742.2,0.0
2021-03-01 00:00:00-04:00,Presa Yana Khakha_M (GPRS),NNE,1.1,10.2,,86.4,708.3,0.0
2021-03-01 00:00:00-04:00,Quila Quila_M (GPRS),N,1.6,10.2,,93.5,717.6,1.4
2021-03-01 00:00:00-04:00,Ravelo_M (GPRS),WNW,1.9,8.4,,94.6,692.4,0.5
2021-03-01 00:00:00-04:00,Rodeo (GPRS),N,3.8,10.3,7.8,83.8,,0.0
2021-03-01 00:00:00-04:00,Sacabamba (GPRS),SSE,5.3,10.8,9.2,88.8,,0.0
2021-03-01 00:00:00-04:00,San Jacinto_M (GPRS),SW,0.3,16.1,,90.1,812.0,0.1
2021-03-01 00:00:00-04:00,San Juan del Rosario (GPRS),,,7.5,3.8,76.2,650.4,0.0
2021-03-01 00:00:00-04:00,San Roque - El Alto (GPRS),E,3.0,7.9,5.0,81.7,633.0,0.0
2021-03-01 00:00:00-04:00,Sauce Pilata - SDC (GPRS),ESE,1.5,10.9,,88.2,732.0,0.0
2021-03-01 00:00:00-04:00,Sucre - GPRS,,,13.6,,-17.0,78.4,0.0
2021-03-01 00:00:00-04:00,Tacagua_M (GPRS),W,0.3,8.1,,78.9,650.2,0.0
2021-03-01 00:00:00-04:00,Temporal - SDC (GPRS),ESE,0.2,13.3,,0.2,728.2,0.0
2021-03-01 00:00:00-04:00,Tiraque_M (GPRS),WNW,0.4,8.2,,84.6,688.8,0.0
2021-03-01 00:00:00-04:00,Toledo (GPRS),SSE,10.8,6.9,4.9,87.0,654.2,0.0
2021-03-01 00:00:00-04:00,Toma Ravelo_H (GPRS),WNW,1.9,8.4,,94.6,692.4,0.5
2021-03-01 00:00:00-04:00,Tomina (GPRS),ESE,2.3,16.7,14.9,88.6,793.7,0.0
2021-03-01 00:00:00-04:00,Vacas - SDC (GPRS),SSE,5.6,6.6,,92.2,670.9,0.0
2021-03-01 00:00:00-04:00,Vila Vila - SDC (GPRS),S,2.5,13.8,,79.3,750.2,0.0
2021-03-01 00:00:00-04:00,Villa Alcalá (GPRS),SE,4.8,15.2,15.4,100.0,798.4,0.3
2021-03-01 00:00:00-04:00,Villa Serrano (GPRS),SE,0.0,14.0,14.1,100.0,794.2,0.0
2021-03-01 00:00:00-04:00,Viru Viru,NNE,4.0,24.0,22.0,87.8,962.6,
2021-03-01 00:00:00-04:00,Vivero Chimboco - SDC (GPRS),ENE,0.3,12.7,,89.7,734.9,0.0
2021-03-01 00:00:00-04:00,Vivero Viloma - SDC (GPRS),E,0.8,14.6,,0.8,740.6,0.0
2021-03-01 00:00:00-04:00,Wila Cala (GPRS),NW,1.3,0.0,,99.8,612.4,0.0
2021-03-01 00:00:00-04:00,Zurita (GPRS),NE,6.5,9.9,7.8,86.1,,0.0
2021-03-01 01:00:00-04:00,Alalay (GPRS),ESE,5.8,9.8,10.0,100.0,643.9,0.0
2021-03-01 01:00:00-04:00,Aroma (GPRS),,,,,,,0.0
2021-03-01 01:00:00-04:00,Atulcha (GPRS),,,11.8,3.6,56.8,,0.0
2021-03-01 01:00:00-04:00,Chachacomani-Batallas (GPRS),ENE,4.1,3.3,2.1,91.4,622.5,0.0
2021-03-01 01:00:00-04:00,Chipayas - GPRS,,,8.4,,77.5,4.0,0.0
