fecha,estacion,viento_direccion,viento_velocidad,temperatura,temperatura_de_rocio,humedad_relativa,presion_atmosferica,precipitacion
2021-01-01 00:00:00-04:00,Alalay (GPRS),ESE,3.1,7.3,7.4,100.0,646.5,0.0
2021-01-01 00:00:00-04:00,Aroma (GPRS),ENE,0.0,8.8,4.6,74.4,653.8,0.0
2021-01-01 00:00:00-04:00,Atulcha (GPRS),,,13.0,5.2,58.6,,0.0
2021-01-01 00:00:00-04:00,Caigua (GPRS),SSE,1.1,18.9,18.6,97.8,501.0,0.0
2021-01-01 00:00:00-04:00,Chachacomani-Batallas (GPRS),NW,2.8,2.8,2.9,99.4,624.9,0.0
2021-01-01 00:00:00-04:00,Chipayas - GPRS,,,9.0,,76.4,7.2,0.0
2021-01-01 00:00:00-04:00,Cochabamba,,,13.0,13.0,99.2,753.7,
2021-01-01 00:00:00-04:00,Colcha-K (GPRS),NW,6.9,12.0,5.5,64.0,650.8,0.0
2021-01-01 00:00:00-04:00,Comarapa (GPRS),WNW,0.6,14.5,14.3,98.0,821.0,0.0
2021-01-01 00:00:00-04:00,Cuevo (GPRS),N,0.5,-39.7,-82.1,0.4,,0.0
2021-01-01 00:00:00-04:00,El Alto,E,6.0,6.0,5.0,92.7,630.9,
2021-01-01 00:00:00-04:00,El Tranque (GPRS),WNW,0.0,10.9,9.5,90.8,711.6,0.0
2021-01-01 00:00:00-04:00,El Villar (GPRS),NNW,0.0,14.5,14.1,96.4,793.8,0.0
2021-01-01 00:00:00-04:00,Huacata_M (GPRS),NE,1.1,9.6,,99.5,730.0,0.0
2021-01-01 00:00:00-04:00,Huacaya (GPRS),NW,0.0,19.5,18.6,93.9,913.0,0.0
2021-01-01 00:00:00-04:00,Incahuasi (GPRS),NE,0.3,9.7,9.1,95.5,719.7,0.0
2021-01-01 00:00:00-04:00,Ivirgarzama-Senda VI (GPRS),ESE,0.4,24.0,20.1,78.1,501.8,0.0
2021-01-01 00:00:00-04:00,La Angostura_M (GPRS),SSE,0.8,12.0,11.9,98.0,742.4,0.0
