fecha,estacion,viento_direccion,viento_velocidad,temperatura,temperatura_de_rocio,humedad_relativa,presion_atmosferica,precipitacion
2020-12-01 06:00:00-04:00,Alalay (GPRS),NNE,7.4,9.1,5.7,78.8,645.0,0.0
2020-12-01 06:00:00-04:00,Atulcha (GPRS),,,11.6,2.8,54.4,,0.0
2020-12-01 06:00:00-04:00,Chachacomani-Batallas (GPRS),NW,4.2,2.6,2.2,96.3,624.2,0.0
2020-12-01 06:00:00-04:00,Chipayas - GPRS,,,6.8,,72.2,2.2,0.0
2020-12-01 06:00:00-04:00,Colcha-K (GPRS),NW,4.2,10.2,2.6,58.6,649.5,0.0
2020-12-01 06:00:00-04:00,Comarapa (GPRS),SW,1.5,15.8,13.7,87.1,819.5,0.0
2020-12-01 06:00:00-04:00,Cuatro Cañadas (GPRS),E,3.4,23.5,,91.9,984.0,0.0
2020-12-01 06:00:00-04:00,Cuevo (GPRS),N,0.5,-39.6,-81.5,0.4,,0.0
2020-12-01 06:00:00-04:00,El Tranque (GPRS),N,0.0,12.9,9.9,81.4,709.6,0.0
2020-12-01 06:00:00-04:00,El Villar (GPRS),SSE,0.0,15.0,14.7,97.6,792.6,0.0
2020-12-01 06:00:00-04:00,Huacata_M (GPRS),S,4.1,13.6,,96.4,729.6,0.0
2020-12-01 06:00:00-04:00,Huacaya (GPRS),NNE,1.3,19.2,17.5,89.1,912.0,0.0
2020-12-01 06:00:00-04:00,Incahuasi (GPRS),S,1.1,9.7,8.8,93.1,717.6,0.0
2020-12-01 06:00:00-04:00,Ivirgarzama-Senda VI (GPRS),ESE,0.0,23.2,20.3,83.1,501.8,0.2
2020-12-01 06:00:00-04:00,La Angostura_M (GPRS),ESE,0.4,13.5,8.2,70.2,740.3,0.0
2020-12-01 06:00:00-04:00,Laguna Tuni - GPRS,NE,1.0,6.1,,73.8,536.3,0.8
2020-12-01 06:00:00-04:00,Laykakota-GPRS,,,6.5,,90.6,666.2,0.0
2020-12-01 06:00:00-04:00,Linkupata_M (GPRS),SSE,0.8,7.9,,77.2,631.8,0.0
2020-12-01 06:00:00-04:00,Orinoca - UTO (GPRS),NW,11.1,6.8,4.4,83.9,645.0,0.0
2020-12-01 06:00:00-04:00,Pailon (GPRS),ESE,1.4,24.0,,85.7,983.0,0.0
2020-12-01 06:00:00-04:00,Parotani - Sipe Sipe (GPRS),SE,0.8,24.5,,34.8,757.0,0.0
2020-12-01 06:00:00-04:00,Pasajes (GPRS),NW,1.1,6.6,6.8,100.0,,0.0
2020-12-01 06:00:00-04:00,Pasorapa (GPRS),SE,1.4,15.4,13.2,86.0,780.0,0.0
2020-12-01 06:00:00-04:00,Presa Calderas_M (GPRS),ENE,5.2,20.2,,66.1,787.6,0.0
2020-12-01 06:00:00-04:00,Presa El Peral_M (GPRS),NE,5.4,19.4,,53.8,745.0,0.0
2020-12-01 06:00:00-04:00,Presa Yana Khakha_M (GPRS),NNE,2.5,19.0,,47.5,710.1,0.0
2020-12-01 06:00:00-04:00,Quila Quila_M (GPRS),E,5.1,18.2,,51.2,719.8,0.0
2020-12-01 06:00:00-04:00,Quillacas (GPRS),NNW,0.8,9.0,3.7,69.2,653.5,0.0
2020-12-01 06:00:00-04:00,Ravelo_M (GPRS),ESE,4.0,15.8,,61.8,695.0,0.0
2020-12-01 06:00:00-04:00,Rodeo (GPRS),S,2.6,8.1,7.4,94.2,,0.0
2020-12-01 06:00:00-04:00,Sacabamba (GPRS),E,0.2,8.2,8.0,98.1,,0.0
